Woche,Geschäftsnr,Betreff,Ergebnis,Konfidenz,PDF
24.06.2026,FE240040,Ehescheidung / Scheidung auf gemeinsames Begehren,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE240040-B4.pdf
17.06.2026,PS260110,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260110-O3.pdf
17.06.2026,PQ260027,Kontaktrecht / Ermahnung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PQ260027-O1.pdf
17.06.2026,GC260005,Einsprache gegen den Strafbefehl Nr. … des Statthalteramtes Bezirk Meilen vom 11,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GC260005-G1.pdf
17.06.2026,RT260017,Rechtsöffnung Beschwerde gegen eine Verfügung des Einzelgerichts Audienz am Bezi,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT260017-O3.pdf
17.06.2026,GG260008,"Verleumdung etc. (Untersuchungsnr. …) Privatkläger 1. B._____, 2. C._____, 2 ver",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG260008-G1.pdf
17.06.2026,PP260007,Forderung (Verfahrensvereinigung) Beschwerde gegen eine Verfügung des Einzelgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PP260007-O2.pdf
17.06.2026,PP260008,Forderung (Verfahrensvereinigung) Beschwerde gegen eine Verfügung des Einzelgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PP260008-O2.pdf
17.06.2026,PP260009,Forderung (Verfahrensvereinigung) Beschwerde gegen eine Verfügung des Einzelgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PP260009-O2.pdf
17.06.2026,PC250009,Honorar Beschwerde gegen eine Verfügung des Einzelgerichtes des Bezirksgerich- t,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PC250009-O2.pdf
17.06.2026,SB250113,"qualifizierter Raub etc. Berufung gegen ein Urteil des Bezirksgerichtes Zürich, ",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250113-O1.pdf
17.06.2026,FP250010,Vorsorgliche Massnahmen bei Scheidungsverfahren im Ausland,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FP250010-G3.pdf
17.06.2026,SB240074,gewerbsmässigen Betrug etc. Berufung gegen ein Urteil des Bezirksgerichtes Züric,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB240074-O1.pdf
17.06.2026,FE240178,Ehescheidung auf gemeinsames Begehren,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE240178-D1.pdf
17.06.2026,EE240019,Eheschutz,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE240019-B8.pdf
17.06.2026,FE240199,Ehescheidung (Art. 114 ZGB),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE240199-G4.pdf
17.06.2026,DG230018,"Gefährdung des Lebens etc. Privatklägerschaft 1. B._____, 2. C._____, 3. D._____",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DG230018-M9.pdf
10.06.2026,MJ250016,Mängelbeseitigung / Herabsetzung Mietzins,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/MJ250016-K2.pdf
10.06.2026,FV250036,Forderung/definitive Eintragung eines gesetzlichen Pfandrechts,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV250036-G4.pdf
10.06.2026,SM250011,Antrag auf Verlägerung einer stationären Massnahme (Nachverfahren) Berufung gege,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SM250011-O1.pdf
10.06.2026,EE260030,Abänderung Eheschutzmassnahmen,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE260030-C1.pdf
10.06.2026,EK260518,Konkurseröffnung (Betr. 1 / tt.mm.2025) Das Konkursgericht zieht in Betracht: Mi,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EK260518-L1.pdf
10.06.2026,AH240003,arbeitsrechtliche Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AH240003-G7.pdf
10.06.2026,LC250043,Ehescheidung / Ungültigkeit der Ehe Berufung gegen ein Urteil der 3. Abteilung d,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LC250043-O1.pdf
10.06.2026,PP260010,Forderung (Verfahrensvereinigung),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PP260010-O2.pdf
10.06.2026,PS260044,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260044-O2.pdf
10.06.2026,RT250258,Rechtsöffnung Beschwerde gegen eine Verfügung des Einzelgerichts Audienz am Bezi,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT250258-O4.pdf
10.06.2026,GG250074,Qualifiziert grobe Verletzung der Verkehrsregeln,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG250074-C2.pdf
10.06.2026,LZ250002,Unterhalt und weitere Kinderbelange Berufung gegen eine Verfügung des Einzelgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LZ250002-O15.pdf
10.06.2026,HG240124,Aberkennung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/HG240124-O8.pdf
10.06.2026,LB250038,Erbschaftsklage Berufung gegen einen Beschluss der 2. Abteilung des Bezirksgeric,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LB250038-O3.pdf
10.06.2026,LE250005,Eheschutz (vorsorgliche Massnahmen) Berufung gegen eine Verfügung des Einzelgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LE250005-O10.pdf
10.06.2026,RT260005,Rechtsöffnung Beschwerde gegen eine Vollstreckbarkeitsbescheinigung des Einzelge,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT260005-O1.pdf
10.06.2026,FV250014,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV250014-G5.pdf
10.06.2026,FV250032,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV250032-G2.pdf
10.06.2026,FV250033,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV250033-G2.pdf
10.06.2026,FV250037,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV250037-G2.pdf
10.06.2026,FV250041,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV250041-G1.pdf
10.06.2026,LE240034,Eheschutz Berufung gegen ein Urteil des Einzelgerichts am Bezirksgericht Wintert,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LE240034-O13.pdf
10.06.2026,AH240003,arbeitsrechtliche Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AH240003-G7.pdf
10.06.2026,SB240546,vorsätzliche Verletzung der Fürsorge- und Erziehungspflicht etc. Berufung gegen ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB240546-O2.pdf
10.06.2026,XA250003,Akteneinsicht,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/XA250003-O2.pdf
10.06.2026,RS250017,Kinderbelange Antrag betreffend Aufschub der Vollstreckbarkeit der Verfügung des,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RS250017-O4.pdf
10.06.2026,SB230240,schwere Körperverletzung etc. und Widerruf,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB230240-O1.pdf
10.06.2026,GG250027,Pornografie,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG250027-C2.pdf
10.06.2026,FV250004,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV250004-G3.pdf
10.06.2026,EE250017,Eheschutz,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE250017-C2.pdf
10.06.2026,GG240110,mehrfacher unrechtmässiger Bezug von Leistungen einer Sozial- versicherung oder ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240110-C2.pdf
10.06.2026,GG240306,"Bandenmässiger Diebstahl und rechtswidrige Einreise Privatkläger 1. B._____, 2. ",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240306-L1.pdf
03.06.2026,LF260010,Rechtsschutz in klaren Fällen (Ausweisung) / Gesuch um Wiederherstellung der Fri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF260010-O2.pdf
03.06.2026,LF260012,vorsorgliche Massnahmen Berufung gegen eine Verfügung des Einzelgerichtes Audien,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF260012-O2.pdf
03.06.2026,GB260001,"Üble Nachrede etc. (Einsprache gegen den Strafbefehl vom 29. September 2025, Unt",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GB260001-G2.pdf
03.06.2026,FE250181,Ehescheidung (Art. 112 ZGB),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE250181-G2.pdf
03.06.2026,LY260007,Abänderung Scheidungsurteil (vorsorgliche Massnahmen) Berufung gegen eine Verfüg,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LY260007-O1.pdf
03.06.2026,GC250012,Festhalten am Strafbefehl im Sinne von Art. 355 Abs. 3 lit. a StPO,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GC250012-M3.pdf
03.06.2026,LF260006,Organisationsmangel Berufung gegen ein Urteil des Einzelgerichtes im summarische,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF260006-O2.pdf
03.06.2026,RB260008,Ausschlussklage i.S.v. Art. 649b ZGB / Rechtsverweigerung / Rechtsverzögerung Be,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RB260008-O1.pdf
03.06.2026,LZ250035,Kinderbelange (Abänderung vorsorgliche Massnahmen) Berufung gegen eine Verfügung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LZ250035-O3.pdf
03.06.2026,GC260001,Einsprache gegen den Strafbefehl Nr. ST.2024.2544 des Statthalteramtes Bezirk Me,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GC260001-G2.pdf
03.06.2026,GG250041,"Drohung, Sachentziehung, Sachbeschädigung, Hausfriedensbruch, Beschimpfung, Tätl",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG250041-G3.pdf
03.06.2026,SB250213,versuchte Vergewaltigung etc. (Rückweisung des Schweizerischen Bundesgerichtes) ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250213-O1.pdf
03.06.2026,GC250013,Einsprache gegen den Strafbefehl Nr. ST.2025.106 des Statthalteramtes Bezirk Mei,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GC250013-G1.pdf
03.06.2026,PS260034,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260034-O2.pdf
03.06.2026,MH250002,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/MH250002-K4.pdf
03.06.2026,LE250061,Eheschutz Berufung gegen ein Urteil des Einzelgerichts am Bezirksgericht Bülach ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LE250061-O2.pdf
03.06.2026,SB250082,mehrfaches Verbrechen gegen das Betäubungsmittelgesetz etc. Berufung gegen ein U,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250082-O1.pdf
03.06.2026,FE250085,Ehescheidung (Art. 114 ZGB),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE250085-G3.pdf
03.06.2026,SB250002,Gewalt und Drohung gegen Behörden und Beamte etc. und Widerruf Berufung gegen ei,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250002-O1.pdf
03.06.2026,DA250004,Nichtbefolgung von Weisungen,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DA250004-K4.pdf
03.06.2026,GC250014,Einsprache gegen den Strafbefehl Nr. ST.2025.1563 des Statthalteramtes Bezirk Me,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GC250014-G1.pdf
03.06.2026,HG240087,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/HG240087-O8.pdf
03.06.2026,GG250021,"Drohung etc. Privatkläger 1. B._____, 2. C._____",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG250021-M3.pdf
03.06.2026,PD250012,Forderung aus Mietvertrag / Kosten- und Entschädigungsfolgen Beschwerde gegen ei,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PD250012-O1.pdf
03.06.2026,SB240507,mehrfache sexuelle Handlungen mit Kindern etc. Berufung gegen ein Urteil des Bez,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB240507-O1.pdf
03.06.2026,FP230023,Abänderung Scheidungsurteil,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FP230023-C5.pdf
03.06.2026,FE230363,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE230363-C8.pdf
03.06.2026,GG240303,"Diebstahl etc. Privatkläger 1. B._____, 2. C._____,",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240303-L1.pdf
03.06.2026,GG240304,"bandenmässiger Diebstahl und rechtswidrige Einreise Privatkläger 1. B._____, 2. ",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240304-L1.pdf
03.06.2026,GG240305,"Bandenmässiger Diebstahl und rechtswidrige Einreise Privatkläger 1. B._____, 2. ",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240305-L1.pdf
03.06.2026,GG240307,"Bandenmässiger Diebstahl Privatkläger 1. B._____, 2. C._____, 3. D._____, 4. E._",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240307-L1.pdf
03.06.2026,FK230045,"Obhut, Besuchsrecht, Unterhalt etc.",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FK230045-C5.pdf
03.06.2026,CG240019,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/CG240019-G5.pdf
03.06.2026,GG200023,Ehrverletzung (Revision),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG200023-G3.pdf
27.05.2026,PS260135,Konkurseröffnung Beschwerde gegen ein Urteil des Einzelgerichtes des Bezirksgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260135-O2.pdf
27.05.2026,GB260008,Drohung etc. / Einsprache gegen Strafbefehl bzw. nachträgliche Auferlegung von K,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GB260008-K2.pdf
27.05.2026,FV250018,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV250018-E4.pdf
27.05.2026,DA250005,Rückversetzung in den Strafvollzug nach Art. 89 Abs. 3 StGB i.V.m. Art. 95 Abs. ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DA250005-K4.pdf
27.05.2026,DH250045,Qualifiziert grobe Verletzung der Verkehrsregeln und Widerruf,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DH250045-K1.pdf
27.05.2026,PS260045,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260045-O2.pdf
27.05.2026,RT260007,Rechtsöffnung Beschwerde gegen ein Urteil des Einzelgerichts am Bezirksgericht M,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT260007-O2.pdf
27.05.2026,RA240015,arbeitsrechtliche Forderung (Sistierung) Beschwerde gegen eine Verfügung des Arb,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RA240015-O10.pdf
27.05.2026,DA250010,Stationäre therapeutische Massnahme gemäss Art. 59 StGB / Verlängerung der stati,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DA250010-K2.pdf
27.05.2026,RB250010,Stockwerkeigentum (Rechtsverweigerung) Beschwerde gegen einen Beschluss des Bezi,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RB250010-O4.pdf
27.05.2026,SB250184,mehrfache sexuelle Handlungen mit Kindern etc. Berufung gegen ein Urteil des Bez,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250184-O1.pdf
27.05.2026,SU250003,Übertretung von Verkehrsvorschriften Berufung gegen ein Urteil des Bezirksgerich,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SU250003-O1.pdf
27.05.2026,FE250245,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE250245-F1.pdf
27.05.2026,EP250003,Bereinigung Personalien,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EP250003-E9.pdf
27.05.2026,RT250022,Rechtsöffnung Beschwerde gegen ein Urteil des Einzelgerichts Audienz am Bezirksg,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT250022-O4.pdf
27.05.2026,DH250038,qualifiziert grobe Verletzung der Verkehrsregeln,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DH250038-K1.pdf
27.05.2026,FE240011,Ehescheidung auf Klage,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE240011-D5.pdf
27.05.2026,SB250022,"Drohung etc. Berufung gegen ein Urteil des Bezirksgerichtes Zürich, 10. Abteilun",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250022-O1.pdf
27.05.2026,GB250011,Einsprache gegen Strafbefehl (Nötigung),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GB250011-I3.pdf
27.05.2026,SB240459,Gefährdung des Lebens etc. und Widerruf Berufung gegen ein Urteil des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB240459-O1.pdf
27.05.2026,AH250001,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AH250001-E3.pdf
27.05.2026,DG250058,Raub etc. und Widerruf,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DG250058-L1.pdf
27.05.2026,FE230181,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE230181-L21.pdf
